,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
22,133075,HB119,HB119,Production Tax On Certain Natural Gas,An Act relating to manufacturing from natural gas products and limiting the production tax applicable to natural gas produced from a lease or property outside the Cook Inlet sedimentary basin and used for an end product that is manufactured in the state.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB119.json,1,2009-02-06,https://www.legis.state.ak.us/PDF/26/Bills/HB0119A.PDF
23,132968,HB12,HB12,Alaska Council On Invasive Species,An Act establishing the Alaska Council on Invasive Species in the Department of Fish and Game.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB12.json,1,2009-01-20,https://www.legis.state.ak.us/PDF/26/Bills/HB0012A.PDF
24,133076,HB120,HB120,Pipeline Contract Carriers,"An Act authorizing the negotiation for the lease, sale, or other disposal of state land with a contract carrier that is engaged in the intrastate transportation of natural gas by pipeline; and relating to regulation of certain contract carriers.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB120.json,1,2009-02-06,https://www.legis.state.ak.us/PDF/26/Bills/HB0120A.PDF
25,133077,HB121,HB121,Municipal Air Quality Property Tax Credit,An Act relating to and authorizing certain municipalities to provide a property tax credit for an improvement that aids in improving air quality.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB121.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0121Z.PDF
26,133078,HB122,HB122,Municipal General Obligation Bonds,An Act relating to municipal general obligation bonds.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB122.json,1,2009-02-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0122A.PDF
27,133079,HB123,HB123,Suicide Prevention Council,An Act relating to the membership and voting privileges of members of the Statewide Suicide Prevention Council; extending the termination date of the Statewide Suicide Prevention Council; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB123.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0123Z.PDF
28,133080,HB124,HB124,Political Activity By Classified Employee,An Act repealing a prohibition against classified state employees participating in the management of political parties above the precinct level.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB124.json,1,2009-02-11,https://www.legis.state.ak.us/PDF/26/Bills/HB0124A.PDF
29,133081,HB125,HB125,Alaska Minimum Wage,An Act increasing the minimum hourly wage and creating an annual adjustment to the minimum hourly wage based on the rate of inflation; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB125.json,1,2009-02-11,https://www.legis.state.ak.us/PDF/26/Bills/HB0125A.PDF
30,133082,HB126,HB126,Extend/resume State Custody Of Children,An Act relating to extensions and resumptions of state custody of children; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB126.json,4,2010-07-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0126Z.PDF
31,133083,HB127,HB127,Alaska Railroad Budget,An Act providing that the Alaska Railroad Corporation is subject to the Executive Budget Act and providing that expenditures of the Alaska Railroad Corporation are subject to appropriation; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB127.json,1,2009-02-13,https://www.legis.state.ak.us/PDF/26/Bills/HB0127A.PDF
32,133084,HB128,HB128,Introduction Of Measures/fiscal Notes,An Act relating to introduction of measures and to fiscal notes for measures.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB128.json,1,2009-02-13,https://www.legis.state.ak.us/PDF/26/Bills/HB0128A.PDF
33,133085,HB129,HB129,Power To Revoke Real Estate Licenses,An Act relating to the authority of the Real Estate Commission to revoke licenses of persons convicted of certain crimes.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB129.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0129Z.PDF
34,132969,HB13,HB13,Property Crimes,An Act relating to property crimes.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB13.json,1,2009-01-20,https://www.legis.state.ak.us/PDF/26/Bills/HB0013A.PDF
35,133086,HB130,HB130,Student Questionnaires And Surveys,An Act relating to questionnaires and surveys administered in the public schools.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB130.json,1,2009-02-13,https://www.legis.state.ak.us/PDF/26/Bills/HB0130B.PDF
36,133087,HB131,HB131,Child Safety Seats & Seat Belts,An Act relating to use of child safety seats and seat belts.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB131.json,1,2009-02-13,https://www.legis.state.ak.us/PDF/26/Bills/HB0131A.PDF
37,133088,HB132,HB132,Bicycle Program,"An Act authorizing municipalities and nonprofit organizations to sponsor a program to encourage the safe use of bicycles as an alternative or supplement to motor vehicles; amending the duties of the Department of Commerce, Community, and Economic Development to include administration of state funds appropriated for that purpose; and amending provisions of the program by which state and federal aid allocated for highways may be used to support bicycle paths.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB132.json,1,2009-02-13,https://www.legis.state.ak.us/PDF/26/Bills/HB0132B.PDF
38,133089,HB133,HB133,Traffic Control Devices/hwy Designations,An Act relating to traffic control devices on highways and claims related to those devices; relating to designation of highway systems; making conforming amendments; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB133.json,1,2009-02-13,https://www.legis.state.ak.us/PDF/26/Bills/HB0133A.PDF
39,133090,HB134,HB134,Cruise Ship Wastewater Discharge Permits,"An Act relating to the terms and conditions of commercial passenger vessel permits for the discharge of graywater, treated sewage, and other wastewater; establishing a science advisory panel on wastewater treatment and effluent quality in the Department of Environmental Conservation; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB134.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0134Z.PDF
40,133091,HB135,HB135,Medicaid For Adult Dental Services,An Act providing for an effective date by delaying the effective date of the change of coverage of adult dental services under Medicaid; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB135.json,1,2009-02-16,https://www.legis.state.ak.us/PDF/26/Bills/HB0135A.PDF
41,133092,HB136,HB136,Public Records Exceptions,An Act limiting the release of certain information concerning certain public employees or officials.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB136.json,1,2009-02-16,https://www.legis.state.ak.us/PDF/26/Bills/HB0136B.PDF
42,133093,HB137,HB137,Compact: Education Of Military Children,"An Act relating to an interstate compact on educational opportunity for military children; amending Rules 4 and 24, Alaska Rules of Civil Procedure; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB137.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0137Z.PDF
43,133094,HB138,HB138,Cruelty To Animals,An Act relating to cruelty to animals.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB138.json,1,2009-02-18,https://www.legis.state.ak.us/PDF/26/Bills/HB0138B.PDF
44,133095,HB139,HB139,Allow Screen Devices In Utility Vehicles,An Act providing for an exception to allow drivers of public utility motor vehicles to operate those vehicles with certain screen devices operating and visible to the drivers.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB139.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0139Z.PDF
45,132970,HB14,HB14,Alaskan Malamute As State Dog,An Act designating the Alaskan Malamute as the official state dog.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB14.json,4,2010-07-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0014Z.PDF
46,133096,HB140,HB140,Jury Nullification,An Act relating to juries in criminal cases; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB140.json,1,2009-02-18,https://www.legis.state.ak.us/PDF/26/Bills/HB0140A.PDF
47,133097,HB141,HB141,Compact For Juveniles; Interstate Council,"An Act relating to the Interstate Compact for Juveniles; relating to the State Council for Interstate Adult and Juvenile Offender Supervision; amending Rules 4 and 24(b), Alaska Rules of Civil Procedure; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB141.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0141Z.PDF
48,133098,HB142,HB142,Stan Price State Wildlife Sanctuary,An Act amending the boundaries of the Stan Price State Wildlife Sanctuary and relating to bear viewing in the sanctuary.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB142.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0142A.PDF
49,133099,HB143,HB143,No Repeal Of Sport Fish Guide Licensing,An Act repealing the termination of licensing and regulation of sport fishing operators and sport fishing guides and licensing and registration of sport fishing vessels; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB143.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0143A.PDF
50,133100,HB144,HB144,"Uniform Probate Code; Trusts, Wills","An Act relating to the Uniform Probate Code, including wills, trusts, nonprobate transfers, augmented estates, personal representatives, and trustees; and amending Rules 3 and 8, Alaska Rules of Civil Procedure, Rule 1, Alaska Rules of Probate Procedure, and Rule 37.5, Alaska Rules of Administration.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB144.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0144A.PDF
51,133101,HB145,HB145,Mortgage Lending,"An Act relating to the regulation of residential real property mortgage lending, including the licensing of mortgage lenders, mortgage brokers, and mortgage loan originators and compliance with certain federal laws relating to residential mortgage lending; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB145.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0145A.PDF
52,133102,HB146,HB146,Transfer Restrictions On Trusts,An Act relating to transfer restrictions on trust interests.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB146.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0146B.PDF
53,133103,HB147,HB147,Education Funding For Instruction,An Act repealing the minimum expenditure for instruction requirements for public schools.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB147.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0147A.PDF
54,133104,HB148,HB148,Energy Efficiency Plan And Grant Fund,An Act relating to a state energy use reduction plan and energy efficiency improvement contracts and to energy audits of public buildings conducted by the Department of Transportation and Public Facilities; relating to agency capital budget requests; establishing an energy efficiency grant fund in the Alaska Housing Finance Corporation; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB148.json,1,2009-02-23,https://www.legis.state.ak.us/PDF/26/Bills/HB0148A.PDF
55,133105,HB149,HB149,Civil Legal Services Fund,An Act allowing appropriations to the civil legal services fund from court filing fees.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB149.json,1,2009-02-25,https://www.legis.state.ak.us/PDF/26/Bills/HB0149A.PDF
56,132971,HB15,HB15,Ban Cell Phone Use By Minors When Driving,An Act relating to prohibiting the use of cellular telephones by minors when driving a motor vehicle; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB15.json,1,2009-01-20,https://www.legis.state.ak.us/PDF/26/Bills/HB0015B.PDF
57,133106,HB150,HB150,Power Cost Equalization,"An Act repealing certain provisions relating to modifying the factors that apply to calculate the amount of power cost equalization; providing for an effective date by repealing the effective date of sec. 3, ch. 2, 4SSLA 2008; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB150.json,1,2009-02-25,https://www.legis.state.ak.us/PDF/26/Bills/HB0150A.PDF
58,133107,HB151,HB151,"Use, Regulation, And Operation Of Boats","An Act amending the termination date of the statewide boating safety and education program; providing for an effective date by amending the effective date of secs. 3, 5, 7, 9, 11, 14, 16, 18, 20, 23, 26, and 27, ch. 28, SLA 2000, as amended; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB151.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0151Z.PDF
59,133108,HB152,HB152,2009 Revisor's Bill,"An Act making corrective amendments to the Alaska Statutes as recommended by the revisor of statutes; providing for an effective date by repealing the effective date of sec. 33, ch. 122, SLA 1977; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB152.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0152Z.PDF
60,133109,HB153,HB153,Open Meetings: Exception And Definition,"An Act exempting municipal boards, committees, commissions, or other similar bodies from the requirements of conducting meetings open to the public when a meeting is administrative or managerial in nature; and amending the definition of 'meeting' as it relates to public governmental meetings.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB153.json,1,2009-02-25,https://www.legis.state.ak.us/PDF/26/Bills/HB0153C.PDF
61,133110,HB154,HB154,Supp./cap. Approps: Econ. Stimulus,An Act making supplemental appropriations and capital appropriations; amending appropriations; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB154.json,1,2009-02-25,https://www.legis.state.ak.us/PDF/26/Bills/HB0154A.PDF
62,133111,HB155,HB155,Authorize Economic Stimulus Participation,An Act relating to the authorization for the Department of Transportation and Public Facilities to participate in the American Recovery and Reinvestment Act of 2009; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB155.json,1,2009-02-25,https://www.legis.state.ak.us/PDF/26/Bills/HB0155B.PDF
63,133112,HB156,HB156,Allowing Certain Landfill Fee Waivers,"An Act relating to municipal fees charged for disposal of waste material from the substantial rehabilitation, renovation, demolition, removal, or replacement of a structure on deteriorated property.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB156.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0156Z.PDF
64,133113,HB157,HB157,Reemployment Of Retirees; Exempt Service,"An Act amending the State Personnel Act to place in the exempt service the chief economist and state comptroller in the Department of Revenue and certain professional positions concerning oil and gas within the Department of Natural Resources; relating to reemployment of and benefits for or on behalf of reemployed retired teachers and public employees by providing for an effective date by amending the delayed effective date for secs. 3, 5, 9, and 12, ch. 57, SLA 2001 and sec. 19, ch. 50, SLA 2005; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB157.json,1,2009-02-27,https://www.legis.state.ak.us/PDF/26/Bills/HB0157C.PDF
65,133114,HB158,HB158,Reject Recommendation Of Comp. Commission,"An Act disapproving all recommendations of the State Officers Compensation Commission relating to the compensation, benefits, and allowances of state officers; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB158.json,1,2009-02-27,https://www.legis.state.ak.us/PDF/26/Bills/HB0158A.PDF
66,133115,HB159,HB159,Delay Vote On Comp. Commission Report,An Act delaying the date by which a bill disapproving all the recommendations of the State Officers Compensation Commission must be enacted into law to prevent the commission's recommendations from becoming effective even if all recommendations are fully funded by appropriation and delaying the effective dates of the recommendations; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB159.json,1,2009-02-27,https://www.legis.state.ak.us/PDF/26/Bills/HB0159A.PDF
67,132972,HB16,HB16,Municipal Property Tax Exemptions,An Act relating to and increasing the municipal property tax exemption on residences of certain seniors and others; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB16.json,1,2009-01-20,https://www.legis.state.ak.us/PDF/26/Bills/HB0016A.PDF
68,133116,HB160,HB160,Increase Base Student Allocation,An Act increasing the base student allocation for public schools; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB160.json,1,2009-02-27,https://www.legis.state.ak.us/PDF/26/Bills/HB0160B.PDF
69,133117,HB161,HB161,Juneau Subport Bldg/ahfc Bldg,"An Act directing the Alaska Permanent Fund Corporation to transfer $22,700,000 from the principal of the mental health trust fund to a separate trust land development account; relating to the development of revenue-producing facilities on mental health trust land and to the Alaska Mental Health Trust Authority Subport Office Building; authorizing the issuance of certificates of participation for construction of the building; approving leases of all or part of the building by the Department of Administration; authorizing the Alaska Housing Finance Corporation to acquire the building that it occupies for an amount that does not exceed $14,500,000; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB161.json,2,2009-04-08,https://www.legis.state.ak.us/PDF/26/Bills/HB0161C.PDF
70,133118,HB162,HB162,Southeast State Forest,An Act establishing the Southeast State Forest and relating to the Southeast State Forest; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB162.json,4,2010-07-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0162Z.PDF
71,133119,HB163,HB163,Alaska Natural Gas Development Authority,An Act clarifying the purpose of the Alaska Natural Gas Development Authority; and relating to definitions of certain terms in AS 41.41.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB163.json,1,2009-03-02,https://www.legis.state.ak.us/PDF/26/Bills/HB0163B.PDF
72,133120,HB164,HB164,In-state Pipelines: Leases; Certification,"An Act relating to noncompetitive leases of state land and for rights-of-way for oil or natural gas pipelines that originate and terminate within the state and to the regulation and certification of those pipelines; relating to conditional certification for certain new natural gas pipelines; relating to definitions of ""common carrier"" and ""firm transportation service"" in the Pipeline Act.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB164.json,1,2009-03-02,https://www.legis.state.ak.us/PDF/26/Bills/HB0164A.PDF
73,133121,HB165,HB165,Increase Compensation For Apoc Members,An Act increasing the compensation of members of the Alaska Public Offices Commission; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB165.json,1,2009-03-02,https://www.legis.state.ak.us/PDF/26/Bills/HB0165A.PDF
74,133122,HB166,HB166,Southeast Energy Fund,An Act relating to the Southeast energy fund.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB166.json,1,2009-03-02,https://www.legis.state.ak.us/PDF/26/Bills/HB0166A.PDF
75,133123,HB167,HB167,Tax Credit For State Tourism Program,"An Act relating to a corporation income tax credit for contributions by a person owning or operating a commercial passenger vessel to a qualified trade association that was awarded a contract by the Department of Commerce, Community, and Economic Development, and used for planning and executing a destination tourism marketing campaign.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB167.json,1,2009-03-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0167B.PDF
76,133124,HB168,HB168,Trauma Care Centers/fund,An Act relating to state certification and designation of trauma centers; creating the trauma care fund to offset trauma care provided at certified and designated trauma centers; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB168.json,4,2010-07-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0168Z.PDF
77,133125,HB169,HB169,Approp: Trauma Care Fund,"An Act appropriating $5,000,000 to the uncompensated trauma care fund; and providing for an effective date.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB169.json,1,2009-03-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0169A.PDF
78,132973,HB17,HB17,Prohibit Tobacco Use Until Age 21,"An Act raising the age for purchase, sale, exchange, or possession of tobacco to age 21.",AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB17.json,1,2009-01-20,https://www.legis.state.ak.us/PDF/26/Bills/HB0017A.PDF
79,133126,HB170,HB170,Repeal Authority For Day Fines,An Act repealing the authority for day fines.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB170.json,4,2009-08-05,https://www.legis.state.ak.us/PDF/26/Bills/HB0170Z.PDF
80,133127,HB171,HB171,Authorizing Transfer Of Railroad Land,An Act authorizing the transfer of two parcels of land from the Alaska Railroad Corporation to the Municipality of Anchorage; and providing for an effective date.,AK,26th Legislature,bill_data\AK\2009-2010_26th_Legislature\bill\HB171.json,1,2009-03-09,https://www.legis.state.ak.us/PDF/26/Bills/HB0171A.PDF
