,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
107419,95523,HB1024,HB1024,Declaring Patients Terminally Ill,Declaring Patients Terminally Ill,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1024.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/13B55D9A43C735DD872576A80026AFFA/$FILE/1024_enr.pdf
107420,95524,HB1025,HB1025,CO Medical Treatment Act Updates,CO Medical Treatment Act Updates,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1025.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/5DC102BDD8283DAD872576A80026B0E9/$FILE/1025_enr.pdf
107421,95525,HB1026,HB1026,Quality Child Care Grant Incentive Prog,Quality Child Care Grant Incentive Prog,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1026.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/486192A5F140B210872576A80026B13F/$FILE/1026_enr.pdf
107422,95526,HB1027,HB1027,Medicaid Hospice Life Expectancy,Medicaid Hospice Life Expectancy,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1027.json,4,2010-05-26,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/CD137F1069F22E7D872576A80026B15F/$FILE/1027_enr.pdf
107423,95527,HB1028,HB1028,Early Childhood Universal Application,Early Childhood Universal Application,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1028.json,4,2010-04-05,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/FE8CB488913F7C3F872576A80026B17B/$FILE/1028_enr.pdf
107424,95528,HB1029,HB1029,State Negotiated Prices Medical Goods,State Negotiated Prices Medical Goods,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1029.json,4,2010-05-10,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/0F0E6D1712B56AE7872576A80026B198/$FILE/1029_enr.pdf
107425,95529,HB1030,HB1030,Early Childhood Teacher Scholarships,Early Childhood Teacher Scholarships,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1030.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/E5651CFE1C233C14872576A80026B1B6/$FILE/1030_enr.pdf
107426,95530,HB1031,HB1031,Medicaid Dental Services Contract Admin,Medicaid Dental Services Contract Admin,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1031.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/B61CF0523F420232872576A80026B1D4/$FILE/1031_01.pdf
107427,95531,HB1032,HB1032,Behavioral Health Crisis Response Servs,Behavioral Health Crisis Response Servs,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1032.json,4,2010-05-27,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/69CD33513DC1CE33872576A80026B1F0/$FILE/1032_enr.pdf
107428,95532,HB1033,HB1033,Screening Brief Intervention Referral,Screening Brief Intervention Referral,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1033.json,4,2010-06-07,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/D680D22AD3CC4798872576A80026B20E/$FILE/1033_enr.pdf
107429,95533,HB1034,HB1034,School Speech-language Pathology Asst,School Speech-language Pathology Asst,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1034.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/61C0487426196D3B872576A80026B281/$FILE/1034_enr.pdf
107430,95534,HB1035,HB1035,Eligibility Child Care Assistance Prog,Eligibility Child Care Assistance Prog,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1035.json,4,2010-06-03,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/93730F4693602C8A872576A80026B08F/$FILE/1035_enr.pdf
107431,95535,HB1036,HB1036,Pub Sch Transparency Fin Info On-line,Pub Sch Transparency Fin Info On-line,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1036.json,4,2010-04-12,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/F10BD6CCC8325304872576A80026B22A/$FILE/1036_enr.pdf
107432,95536,HB1037,HB1037,Extend Supplemental On-line,Extend Supplemental On-line,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1037.json,4,2010-03-29,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/584ABEF08DBB8FB4872576A80026B247/$FILE/1037_enr.pdf
107433,95537,HB1038,HB1038,Workers' Comp Claims Process Brochure,Workers' Comp Claims Process Brochure,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1038.json,4,2010-05-26,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/0DFF142637E46E89872576A80026B263/$FILE/1038_enr.pdf
107434,95538,HB1039,HB1039,Enactment Of 2009 CRS,Enactment Of 2009 CRS,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1039.json,4,2010-02-24,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/ACD455BE0F7A4443872576A80026B491/$FILE/1039_enr.pdf
107435,95539,HB1040,HB1040,Collegeinvest Lifelong Learning Savings,Collegeinvest Lifelong Learning Savings,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1040.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/B1438DE27C613586872576A80027B66B/$FILE/1040ed_01.pdf
107436,95540,HB1041,HB1041,Universal Application Childrens Medicaid,Universal Application Childrens Medicaid,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1041.json,4,2010-03-18,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/E3DC7B37E19D96F7872576A80026BA10/$FILE/1041_enr.pdf
107437,95541,HB1042,HB1042,Air Quality Permitting Program,Air Quality Permitting Program,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1042.json,4,2010-05-06,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/BBFD3C056F023549872576A80026B6AC/$FILE/1042_enr.pdf
107438,95542,HB1043,HB1043,Public Benefits Change AFDC References,Public Benefits Change AFDC References,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1043.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/AEE12371226FE537872576A80029E880/$FILE/1043_enr.pdf
107439,95543,HB1044,HB1044,Neighborhood Youth Org Requirements,Neighborhood Youth Org Requirements,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1044.json,4,2010-04-14,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/DD70C3819272719B872576A80029D6A5/$FILE/1044_enr.pdf
107440,95544,HB1045,HB1045,DOR Electronic Address Change,DOR Electronic Address Change,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1045.json,4,2010-05-27,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/8453211049944D78872576A80029E7AA/$FILE/1045_enr.pdf
107441,95545,HB1046,HB1046,Receipt Of Tax Payment By Cnty Treasurer,Receipt Of Tax Payment By Cnty Treasurer,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1046.json,4,2010-03-05,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/2F5913759492E7CC872576A80027AF97/$FILE/1046_enr.pdf
107442,95546,HB1047,HB1047,Readability Of Statewide Ballot Titles,Readability Of Statewide Ballot Titles,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1047.json,2,2010-02-17,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/FFE3B94172F504E9872576A80027B0E2/$FILE/1047_ren.pdf
107443,95547,HB1048,HB1048,HCBS Brain Injury Transitional Living,HCBS Brain Injury Transitional Living,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1048.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/CE5933AC22F457EE872576A80026B619/$FILE/1048_01.pdf
107444,95548,HB1049,HB1049,Motor Vehicle Dealer Franchise,Motor Vehicle Dealer Franchise,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1049.json,4,2010-03-22,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/F1E54AE218AB9411872576A80026BCE8/$FILE/1049_enr.pdf
107445,95549,HB1050,HB1050,On-line Registry Med Directives Form,On-line Registry Med Directives Form,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1050.json,4,2010-04-12,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/5B71B06ABBFE6474872576A80026B421/$FILE/1050_enr.pdf
107446,95550,HB1051,HB1051,Water Efficiency Plans Annual Reports,Water Efficiency Plans Annual Reports,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1051.json,4,2010-06-07,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/68D1C9003815AB67872576A8002A2E45/$FILE/1051_enr.pdf
107447,95551,HB1052,HB1052,Recycle Resources Econ Opportunity Fund,Recycle Resources Econ Opportunity Fund,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1052.json,4,2010-04-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/433977F702401256872576A8002A2A5B/$FILE/1052_enr.pdf
107448,95552,HB1053,HB1053,Medicaid Community Long-term Care Saving,Medicaid Community Long-term Care Saving,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1053.json,4,2010-05-26,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/A0C7FFAEE75DD7F0872576A80027B29B/$FILE/1053_enr.pdf
107449,95553,HB1054,HB1054,Higher Ed Safety Protocols Presentation,Higher Ed Safety Protocols Presentation,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1054.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/C93F548942F35723872576A8002A2A41/$FILE/1054_enr.pdf
107450,95554,HB1055,HB1055,DOR Fees Paid To 3rd Pty Debt Collectors,DOR Fees Paid To 3rd Pty Debt Collectors,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1055.json,4,2010-03-22,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/EDD6F9F1D030128F872576A80026B7EA/$FILE/1055_enr.pdf
107451,95555,HB1056,HB1056,ID Theft Disposal Of Records,ID Theft Disposal Of Records,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1056.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/0F80EDA83CD24ACC872576A80027B902/$FILE/1056_01.pdf
107452,95556,HB1057,HB1057,Cnty Sheriff Service Of Process,Cnty Sheriff Service Of Process,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1057.json,4,2010-04-15,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/59F2951DACE6C63D872576A80026B6FA/$FILE/1057_enr.pdf
107453,95557,HB1058,HB1058,Civil Penalty For Unstamped Cigarettes,Civil Penalty For Unstamped Cigarettes,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1058.json,4,2010-04-21,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/21C7B26665C2BE7F872576A80027B248/$FILE/1058_enr.pdf
107454,95558,HB1059,HB1059,Driver Ed Minors Affidavit Of Liability,Driver Ed Minors Affidavit Of Liability,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1059.json,4,2010-03-23,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/07DC9F6BDF7A3227872576A80026B50A/$FILE/1059_enr.pdf
107455,95559,HB1060,HB1060,Penalty For Failing To Withhold Sev Tax,Penalty For Failing To Withhold Sev Tax,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1060.json,4,2010-05-26,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/0D6E9748794D0725872576A80029D8FD/$FILE/1060_enr.pdf
107456,95560,HB1061,HB1061,CO Medical Donation Program,CO Medical Donation Program,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1061.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/37F1D036182F9461872576A80027B0AD/$FILE/1061hhs_01.pdf
107457,95561,HB1062,HB1062,Gov Crime Ins Coverage Of Cnty Officers,Gov Crime Ins Coverage Of Cnty Officers,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1062.json,4,2010-04-21,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/9975B20D16348BC4872576A8002A2BD6/$FILE/1062_enr.pdf
107458,95562,HB1063,HB1063,Newspaper For Municipal Legal Notice,Newspaper For Municipal Legal Notice,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1063.json,4,2010-03-18,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/054F7A2BC109CF38872576A80027AFF5/$FILE/1063_enr.pdf
107459,95563,HB1064,HB1064,Ineligible Student Arbitration Appeal,Ineligible Student Arbitration Appeal,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1064.json,4,2010-03-31,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/787AAC1AFC56A304872576A80027B0C8/$FILE/1064_enr.pdf
107460,95564,HB1065,HB1065,No Counting Juv Escape Toward Completion,No Counting Juv Escape Toward Completion,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1065.json,4,2010-03-18,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/976B8E29F54F00DA872576A80027B6DA/$FILE/1065_enr.pdf
107461,95565,HB1066,HB1066,CDE Food Procure Distrib,CDE Food Procure Distrib,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1066.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/EAEFE5B075152A96872576A80026B2B9/$FILE/1066_01.pdf
107462,95566,HB1067,HB1067,Fort Lewis Cost Of Instruction,Fort Lewis Cost Of Instruction,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1067.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/AD316F1CAE9F98BF872576A80026AF1B/$FILE/1067_01.pdf
107463,95567,HB1068,HB1068,White & Yellow Page Delivery,White & Yellow Page Delivery,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1068.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/0B0A4541029D58EE872576A80029D7FB/$FILE/1068_01.pdf
107464,95568,HB1069,HB1069,Reclassification Of Mineral County,Reclassification Of Mineral County,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1069.json,2,2010-02-01,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/21CA738D40D0B70E872576A80029D823/$FILE/1069_ren.pdf
107465,95569,HB1070,HB1070,Safety In Day Treatment Centers,Safety In Day Treatment Centers,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1070.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/7C0DC1DD491E5D3F872576A80027B46C/$FILE/1070_01.pdf
107466,95570,HB1071,HB1071,Forestry Eliminate Experience Reqmnt,Forestry Eliminate Experience Reqmnt,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1071.json,4,2010-03-29,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/F286B2EA8F98A7CB872576A80026BAB7/$FILE/1071_enr.pdf
107467,95571,HB1072,HB1072,Create Budget Stabilization Reserve Fund,Create Budget Stabilization Reserve Fund,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1072.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/EE0DDF998BFC1745872576A80065394D/$FILE/1072_01.pdf
107468,95572,HB1073,HB1073,Colorado 2-1-1 Checkoff,Colorado 2-1-1 Checkoff,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1073.json,4,2010-06-07,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/5D6932B0807510A8872576A80027AF7C/$FILE/1073_enr.pdf
107469,95573,HB1074,HB1074,Consumer Protection Automobile Insurance,Consumer Protection Automobile Insurance,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1074.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/214F6DF5C14DF45C872576A80027B4B1/$FILE/1074_01.pdf
107470,95574,HB1075,HB1075,Credit Unions & Public Entities,Credit Unions & Public Entities,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1075.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/D0276981EA32DBEA872576A80027B8A2/$FILE/1075_01.pdf
107471,95575,HB1076,HB1076,Prop Tax Work-off Prog Particip Status,Prop Tax Work-off Prog Particip Status,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1076.json,4,2010-04-28,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/04A3C0998B5A187C872576A80027B837/$FILE/1076_enr.pdf
107472,95576,HB1077,HB1077,Fusion Voting For Partisan Elections,Fusion Voting For Partisan Elections,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1077.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/7E8E9C0213770BB6872576A8002A29BF/$FILE/1077_01.pdf
107473,95577,HB1078,HB1078,Changes To Transparency Online Project,Changes To Transparency Online Project,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1078.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/76B2BD7AE542F0F1872576A80027AFB1/$FILE/1078_01.pdf
107474,95578,HB1079,HB1079,Ban Pub Promotion Of Stimulus Spending,Ban Pub Promotion Of Stimulus Spending,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1079.json,1,2010-01-13,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/A122374501DB6731872576A80026BB3D/$FILE/1079_01.pdf
107475,95579,HB1080,HB1080,Leg Emer Epidemic Response Cmt,Leg Emer Epidemic Response Cmt,CO,2010 Regular Session,bill_data\CO\2010-2010_Regular_Session\bill\HB1080.json,4,2010-03-31,http://www.leg.state.co.us/clics/clics2010a/csl.nsf/fsbillcont2/EC5B7B3994C9A953872576A80026BBBD/$FILE/1080_enr.pdf
